Ensembl_gene	Cancer_type	Gene_name	count
ENSG00000109670	TCGA-CESC	FBXW7	11
ENSG00000120860	TCGA-CESC	CCDC53	11
ENSG00000125352	TCGA-CESC	RNF113A	11
ENSG00000132631	TCGA-CESC	SCP2D1	11
ENSG00000133703	TCGA-CESC	KRAS	11
ENSG00000135362	TCGA-CESC	PRR5L	11
ENSG00000142546	TCGA-CESC	NOSIP	11
ENSG00000166819	TCGA-CESC	PLIN1	11
ENSG00000171815	TCGA-CESC	PCDHB1	11
ENSG00000185414	TCGA-CESC	MRPL30	11
ENSG00000165661	TCGA-CHOL	QSOX2	11
ENSG00000104490	TCGA-COAD	NCALD	11
ENSG00000110330	TCGA-COAD	BIRC2	11
ENSG00000143028	TCGA-COAD	SYPL2	11
ENSG00000156345	TCGA-COAD	CDK20	11
ENSG00000156427	TCGA-COAD	FGF18	11
ENSG00000164307	TCGA-COAD	ERAP1	11
ENSG00000196754	TCGA-COAD	S100A2	11
ENSG00000205496	TCGA-COAD	OR51A2	11
ENSG00000090971	TCGA-ESCA	NAT14	11
ENSG00000100393	TCGA-ESCA	EP300	11
ENSG00000123609	TCGA-ESCA	NMI	11
ENSG00000134982	TCGA-ESCA	APC	11
ENSG00000148123	TCGA-ESCA	LPPR1	11
ENSG00000155254	TCGA-ESCA	MARVELD1	11
ENSG00000163682	TCGA-ESCA	RPL9	11
ENSG00000165671	TCGA-ESCA	NSD1	11
ENSG00000168538	TCGA-ESCA	TRAPPC11	11
ENSG00000182492	TCGA-ESCA	BGN	11
ENSG00000185920	TCGA-ESCA	PTCH1	11
ENSG00000127152	TCGA-GBM	BCL11B	11
ENSG00000128602	TCGA-GBM	SMO	11
ENSG00000139343	TCGA-GBM	SNRPF	11
ENSG00000151014	TCGA-GBM	CCRN4L	11
ENSG00000066583	TCGA-HNSC	ISOC1	11
ENSG00000083782	TCGA-HNSC	EPYC	11
ENSG00000085721	TCGA-HNSC	RRN3	11
ENSG00000102312	TCGA-HNSC	PORCN	11
ENSG00000103942	TCGA-HNSC	HOMER2	11
ENSG00000104827	TCGA-HNSC	CGB	11
ENSG00000104870	TCGA-HNSC	FCGRT	11
ENSG00000111224	TCGA-HNSC	PARP11	11
ENSG00000116254	TCGA-HNSC	CHD5	11
ENSG00000118181	TCGA-HNSC	RPS25	11
ENSG00000122678	TCGA-HNSC	POLM	11
ENSG00000128923	TCGA-HNSC	FAM63B	11
ENSG00000136878	TCGA-HNSC	USP20	11
ENSG00000147381	TCGA-HNSC	MAGEA4	11
ENSG00000150269	TCGA-HNSC	OR5M9	11
ENSG00000152034	TCGA-HNSC	MCHR2	11
ENSG00000153179	TCGA-HNSC	RASSF3	11
ENSG00000159445	TCGA-HNSC	THEM4	11
ENSG00000160221	TCGA-HNSC	C21orf33	11
ENSG00000162063	TCGA-HNSC	CCNF	11
ENSG00000162727	TCGA-HNSC	OR2M5	11
ENSG00000163684	TCGA-HNSC	RPP14	11
ENSG00000165935	TCGA-HNSC	SMCO2	11
ENSG00000168928	TCGA-HNSC	CTRB2	11
ENSG00000169122	TCGA-HNSC	FAM110B	11
ENSG00000169876	TCGA-HNSC	MUC17	11
ENSG00000171014	TCGA-HNSC	OR4D5	11
ENSG00000171777	TCGA-HNSC	RASGRP4	11
ENSG00000173267	TCGA-HNSC	SNCG	11
ENSG00000182613	TCGA-HNSC	OR2V2	11
ENSG00000188869	TCGA-HNSC	TMC3	11
ENSG00000215262	TCGA-HNSC	KCNU1	11
ENSG00000235718	TCGA-HNSC	MFRP	11
ENSG00000261456	TCGA-HNSC	TUBB8	11
ENSG00000277775	TCGA-HNSC	H3C7	11
ENSG00000104731	TCGA-KICH	KLHDC4	11
ENSG00000121743	TCGA-KICH	GJA3	11
ENSG00000122140	TCGA-KICH	MRPS2	11
ENSG00000198336	TCGA-KICH	MYL4	11
ENSG00000106086	TCGA-KIRP	PLEKHA8	11
ENSG00000151338	TCGA-KIRP	MIPOL1	11
ENSG00000154645	TCGA-KIRP	CHODL	11
ENSG00000162129	TCGA-KIRP	CLPB	11
ENSG00000170262	TCGA-KIRP	MRAP	11
ENSG00000197863	TCGA-KIRP	ZNF790	11
ENSG00000226023	TCGA-KIRP	CT47A6	11
ENSG00000228474	TCGA-KIRP	OST4	11
ENSG00000002746	TCGA-LAML	HECW1	11
ENSG00000129204	TCGA-LAML	USP6	11
ENSG00000136750	TCGA-LAML	GAD2	11
ENSG00000164754	TCGA-LAML	RAD21	11
ENSG00000178691	TCGA-LAML	SUZ12	11
ENSG00000008438	TCGA-LGG	PGLYRP1	11
ENSG00000061918	TCGA-LGG	GUCY1B3	11
ENSG00000070610	TCGA-LGG	GBA2	11
ENSG00000113742	TCGA-LGG	CPEB4	11
ENSG00000115828	TCGA-LGG	QPCT	11
ENSG00000125733	TCGA-LGG	TRIP10	11
ENSG00000133121	TCGA-LGG	STARD13	11
ENSG00000137225	TCGA-LGG	CAPN11	11
ENSG00000137573	TCGA-LGG	SULF1	11
ENSG00000141570	TCGA-LGG	CBX8	11
ENSG00000143499	TCGA-LGG	SMYD2	11
ENSG00000148734	TCGA-LGG	NPFFR1	11
ENSG00000157103	TCGA-LGG	SLC6A1	11
ENSG00000167136	TCGA-LGG	ENDOG	11
ENSG00000170837	TCGA-LGG	GPR27	11
ENSG00000174840	TCGA-LGG	PDE12	11
ENSG00000176945	TCGA-LGG	MUC20	11
ENSG00000185942	TCGA-LGG	NKAIN3	11
ENSG00000204427	TCGA-LGG	ABHD16A	11
ENSG00000205923	TCGA-LGG	CEMP1	11
ENSG00000221838	TCGA-LGG	AP4M1	11
ENSG00000268447	TCGA-LGG	SSX2B	11
ENSG00000011422	TCGA-LIHC	PLAUR	11
ENSG00000079999	TCGA-LIHC	KEAP1	11
ENSG00000083857	TCGA-LIHC	FAT1	11
ENSG00000100567	TCGA-LIHC	PSMA3	11
ENSG00000114209	TCGA-LIHC	PDCD10	11
ENSG00000115758	TCGA-LIHC	ODC1	11
ENSG00000120262	TCGA-LIHC	CCDC170	11
ENSG00000121879	TCGA-LIHC	PIK3CA	11
ENSG00000127616	TCGA-LIHC	SMARCA4	11
ENSG00000128591	TCGA-LIHC	FLNC	11
ENSG00000131558	TCGA-LIHC	EXOC4	11
ENSG00000138592	TCGA-LIHC	USP8	11
ENSG00000148057	TCGA-LIHC	IDNK	11
ENSG00000166741	TCGA-LIHC	NNMT	11
ENSG00000170293	TCGA-LIHC	CMTM8	11
ENSG00000173200	TCGA-LIHC	PARP15	11
ENSG00000181761	TCGA-LIHC	OR8H3	11
ENSG00000184995	TCGA-LIHC	IFNE	11
ENSG00000196712	TCGA-LIHC	NF1	11
ENSG00000067066	TCGA-LUAD	SP100	11
ENSG00000102531	TCGA-LUAD	FNDC3A	11
ENSG00000103194	TCGA-LUAD	USP10	11
ENSG00000123178	TCGA-LUAD	SPRYD7	11
ENSG00000125454	TCGA-LUAD	SLC25A19	11
ENSG00000131019	TCGA-LUAD	ULBP3	11
ENSG00000134489	TCGA-LUAD	HRH4	11
ENSG00000135334	TCGA-LUAD	AKIRIN2	11
ENSG00000138085	TCGA-LUAD	ATRAID	11
ENSG00000154553	TCGA-LUAD	PDLIM3	11
ENSG00000169429	TCGA-LUAD	IL8	11
ENSG00000173253	TCGA-LUAD	DMRT2	11
ENSG00000184209	TCGA-LUAD	SNRNP35	11
ENSG00000184305	TCGA-LUAD	CCSER1	11
ENSG00000204410	TCGA-LUAD	MSH5	11
ENSG00000204428	TCGA-LUAD	LY6G5C	11
ENSG00000217930	TCGA-LUAD	PAM16	11
ENSG00000236287	TCGA-LUAD	ZBED5	11
ENSG00000055483	TCGA-LUSC	USP36	11
ENSG00000076944	TCGA-LUSC	STXBP2	11
ENSG00000087589	TCGA-LUSC	CASS4	11
ENSG00000101152	TCGA-LUSC	DNAJC5	11
ENSG00000110057	TCGA-LUSC	UNC93B1	11
ENSG00000130590	TCGA-LUSC	SAMD10	11
ENSG00000134365	TCGA-LUSC	CFHR4	11
ENSG00000135312	TCGA-LUSC	HTR1B	11
ENSG00000142937	TCGA-LUSC	RPS8	11
ENSG00000144057	TCGA-LUSC	ST6GAL2	11
ENSG00000144227	TCGA-LUSC	NXPH2	11
ENSG00000145384	TCGA-LUSC	FABP2	11
ENSG00000149428	TCGA-LUSC	HYOU1	11
ENSG00000159640	TCGA-LUSC	ACE	11
ENSG00000169105	TCGA-LUSC	CHST14	11
ENSG00000169676	TCGA-LUSC	DRD5	11
ENSG00000172954	TCGA-LUSC	LCLAT1	11
ENSG00000178922	TCGA-LUSC	HYI	11
ENSG00000183814	TCGA-LUSC	LIN9	11
ENSG00000196505	TCGA-LUSC	GDAP2	11
ENSG00000239704	TCGA-LUSC	CDRT4	11
ENSG00000271271	TCGA-LUSC	UGT2A2	11
ENSG00000042317	TCGA-MESO	SPATA7	11
ENSG00000070915	TCGA-MESO	SLC12A3	11
ENSG00000109819	TCGA-MESO	PPARGC1A	11
ENSG00000112159	TCGA-MESO	MDN1	11
ENSG00000128602	TCGA-MESO	SMO	11
ENSG00000128645	TCGA-MESO	HOXD1	11
ENSG00000132286	TCGA-MESO	TIMM10B	11
ENSG00000167548	TCGA-MESO	KMT2D	11
ENSG00000186575	TCGA-MESO	NF2	11
ENSG00000066136	TCGA-OV	NFYC	11
ENSG00000070882	TCGA-OV	OSBPL3	11
ENSG00000117222	TCGA-OV	RBBP5	11
ENSG00000127947	TCGA-OV	PTPN12	11
ENSG00000136574	TCGA-OV	GATA4	11
ENSG00000136925	TCGA-OV	TSTD2	11
ENSG00000136931	TCGA-OV	NR5A1	11
ENSG00000138835	TCGA-OV	RGS3	11
ENSG00000157542	TCGA-OV	KCNJ6	11
ENSG00000169021	TCGA-OV	UQCRFS1	11
ENSG00000198886	TCGA-OV	MT-ND4	11
ENSG00000204701	TCGA-OV	OR2J3	11
ENSG00000235568	TCGA-OV	NFAM1	11
ENSG00000101282	TCGA-PAAD	RSPO4	11
ENSG00000105971	TCGA-PAAD	CAV2	11
ENSG00000111669	TCGA-PAAD	TPI1	11
ENSG00000134278	TCGA-PAAD	SPIRE1	11
ENSG00000143933	TCGA-PAAD	CALM2	11
ENSG00000155304	TCGA-PAAD	HSPA13	11
ENSG00000187123	TCGA-PAAD	LYPD6	11
ENSG00000198300	TCGA-PAAD	PEG3	11
ENSG00000274749	TCGA-PAAD	KRTAP7-1	11
ENSG00000042317	TCGA-PCPG	SPATA7	11
ENSG00000084112	TCGA-PCPG	SSH1	11
ENSG00000102935	TCGA-PCPG	ZNF423	11
ENSG00000105865	TCGA-PCPG	DUS4L	11
ENSG00000108344	TCGA-PCPG	PSMD3	11
ENSG00000112146	TCGA-PCPG	FBXO9	11
ENSG00000114120	TCGA-PCPG	SLC25A36	11
ENSG00000134717	TCGA-PCPG	BTF3L4	11
ENSG00000138801	TCGA-PCPG	PAPSS1	11
ENSG00000153914	TCGA-PCPG	SREK1	11
ENSG00000157540	TCGA-PCPG	DYRK1A	11
ENSG00000158525	TCGA-PCPG	CPA5	11
ENSG00000162191	TCGA-PCPG	UBXN1	11
ENSG00000165799	TCGA-PCPG	RNASE7	11
ENSG00000168026	TCGA-PCPG	TTC21A	11
ENSG00000172146	TCGA-PCPG	OR1A1	11
ENSG00000174876	TCGA-PCPG	AMY1B	11
ENSG00000175294	TCGA-PCPG	CATSPER1	11
ENSG00000186073	TCGA-PCPG	C15orf41	11
ENSG00000186130	TCGA-PCPG	ZBTB6	11
ENSG00000198833	TCGA-PCPG	UBE2J1	11
ENSG00000203778	TCGA-PCPG	FAM229B	11
ENSG00000263620	TCGA-PCPG	RP11-599B13.6	11
ENSG00000005981	TCGA-PRAD	ASB4	11
ENSG00000013583	TCGA-PRAD	HEBP1	11
ENSG00000105948	TCGA-PRAD	TTC26	11
ENSG00000114786	TCGA-PRAD	ABHD14A-ACY1	11
ENSG00000115841	TCGA-PRAD	RMDN2	11
ENSG00000118508	TCGA-PRAD	RAB32	11
ENSG00000123689	TCGA-PRAD	G0S2	11
ENSG00000125510	TCGA-PRAD	OPRL1	11
ENSG00000125651	TCGA-PRAD	GTF2F1	11
ENSG00000138162	TCGA-PRAD	TACC2	11
ENSG00000138629	TCGA-PRAD	UBL7	11
ENSG00000139797	TCGA-PRAD	RNF113B	11
ENSG00000149485	TCGA-PRAD	FADS1	11
ENSG00000161682	TCGA-PRAD	FAM171A2	11
ENSG00000163295	TCGA-PRAD	ALPI	11
ENSG00000166603	TCGA-PRAD	MC4R	11
ENSG00000173641	TCGA-PRAD	HSPB7	11
ENSG00000188580	TCGA-PRAD	NKAIN2	11
ENSG00000196724	TCGA-PRAD	ZNF418	11
ENSG00000197070	TCGA-PRAD	ARRDC1	11
ENSG00000198961	TCGA-PRAD	PJA2	11
ENSG00000204316	TCGA-PRAD	MRPL38	11
ENSG00000214253	TCGA-PRAD	FIS1	11
ENSG00000102387	TCGA-READ	TAF7L	11
ENSG00000110066	TCGA-READ	SUV420H1	11
ENSG00000116128	TCGA-READ	BCL9	11
ENSG00000116791	TCGA-READ	CRYZ	11
ENSG00000117713	TCGA-READ	ARID1A	11
ENSG00000156110	TCGA-READ	ADK	11
ENSG00000166928	TCGA-READ	MS4A14	11
ENSG00000170889	TCGA-READ	RPS9	11
ENSG00000174640	TCGA-READ	SLCO2A1	11
ENSG00000175387	TCGA-READ	SMAD2	11
ENSG00000182872	TCGA-READ	RBM10	11
ENSG00000183337	TCGA-READ	BCOR	11
ENSG00000198286	TCGA-READ	CARD11	11
ENSG00000204983	TCGA-READ	PRSS1	11
ENSG00000073350	TCGA-SARC	LLGL2	11
ENSG00000152969	TCGA-SARC	JAKMIP1	11
ENSG00000178462	TCGA-SARC	TUBAL3	11
ENSG00000187527	TCGA-SARC	ATP13A5	11
ENSG00000196248	TCGA-SARC	OR10S1	11
ENSG00000044524	TCGA-SKCM	EPHA3	11
ENSG00000068885	TCGA-SKCM	IFT80	11
ENSG00000073614	TCGA-SKCM	KDM5A	11
ENSG00000105656	TCGA-SKCM	ELL	11
ENSG00000113300	TCGA-SKCM	CNOT6	11
ENSG00000113597	TCGA-SKCM	TRAPPC13	11
ENSG00000124155	TCGA-SKCM	PIGT	11
ENSG00000131409	TCGA-SKCM	LRRC4B	11
ENSG00000134057	TCGA-SKCM	CCNB1	11
ENSG00000135443	TCGA-SKCM	KRT85	11
ENSG00000139292	TCGA-SKCM	LGR5	11
ENSG00000139618	TCGA-SKCM	BRCA2	11
ENSG00000158869	TCGA-SKCM	FCER1G	11
ENSG00000163584	TCGA-SKCM	RPL22L1	11
ENSG00000163618	TCGA-SKCM	CADPS	11
ENSG00000168010	TCGA-SKCM	ATG16L2	11
ENSG00000169299	TCGA-SKCM	PGM2	11
ENSG00000171109	TCGA-SKCM	MFN1	11
ENSG00000177595	TCGA-SKCM	PIDD	11
ENSG00000184209	TCGA-SKCM	SNRNP35	11
ENSG00000188419	TCGA-SKCM	CHM	11
ENSG00000258436	TCGA-SKCM	RNASE12	11
ENSG00000278195	TCGA-SKCM	SSTR3	11
ENSG00000079974	TCGA-STAD	RABL2B	11
ENSG00000083782	TCGA-STAD	EPYC	11
ENSG00000083812	TCGA-STAD	ZNF324	11
ENSG00000087842	TCGA-STAD	PIR	11
ENSG00000101057	TCGA-STAD	MYBL2	11
ENSG00000107104	TCGA-STAD	KANK1	11
ENSG00000107130	TCGA-STAD	NCS1	11
ENSG00000111348	TCGA-STAD	ARHGDIB	11
ENSG00000119720	TCGA-STAD	NRDE2	11
ENSG00000122140	TCGA-STAD	MRPS2	11
ENSG00000122870	TCGA-STAD	BICC1	11
ENSG00000131558	TCGA-STAD	EXOC4	11
ENSG00000137875	TCGA-STAD	BCL2L10	11
ENSG00000141956	TCGA-STAD	PRDM15	11
ENSG00000155659	TCGA-STAD	VSIG4	11
ENSG00000169857	TCGA-STAD	AVEN	11
ENSG00000170298	TCGA-STAD	LGALS9B	11
ENSG00000171150	TCGA-STAD	SOCS5	11
ENSG00000172350	TCGA-STAD	ABCG4	11
ENSG00000186090	TCGA-STAD	HTR3D	11
ENSG00000188306	TCGA-STAD	LRRIQ4	11
ENSG00000213614	TCGA-STAD	HEXA	11
ENSG00000249751	TCGA-STAD	ECSCR	11
ENSG00000285458	TCGA-STAD	AC093827.5	11
ENSG00000065613	TCGA-TGCT	SLK	11
ENSG00000108179	TCGA-TGCT	PPIF	11
ENSG00000115966	TCGA-TGCT	ATF2	11
ENSG00000144285	TCGA-TGCT	SCN1A	11
ENSG00000154114	TCGA-TGCT	TBCEL	11
ENSG00000168564	TCGA-TGCT	CDKN2AIP	11
ENSG00000180098	TCGA-TGCT	TRNAU1AP	11
ENSG00000185924	TCGA-TGCT	RTN4RL1	11
ENSG00000102910	TCGA-THCA	LONP2	11
ENSG00000112742	TCGA-THCA	TTK	11
ENSG00000124920	TCGA-THCA	MYRF	11
ENSG00000134376	TCGA-THCA	CRB1	11
ENSG00000140279	TCGA-THCA	DUOX2	11
ENSG00000154493	TCGA-THCA	C10orf90	11
ENSG00000166140	TCGA-THCA	ZFYVE19	11
ENSG00000172361	TCGA-THCA	CCDC11	11
ENSG00000180354	TCGA-THCA	MTURN	11
ENSG00000180964	TCGA-THCA	TCEAL8	11
ENSG00000196368	TCGA-THCA	NUDT11	11
ENSG00000227059	TCGA-THCA	ANHX	11
ENSG00000013619	TCGA-UCEC	MAMLD1	11
ENSG00000077044	TCGA-UCEC	DGKD	11
ENSG00000081177	TCGA-UCEC	EXD2	11
ENSG00000103034	TCGA-UCEC	NDRG4	11
ENSG00000104825	TCGA-UCEC	NFKBIB	11
ENSG00000109991	TCGA-UCEC	P2RX3	11
ENSG00000117479	TCGA-UCEC	SLC19A2	11
ENSG00000118156	TCGA-UCEC	ZNF541	11
ENSG00000124813	TCGA-UCEC	RUNX2	11
ENSG00000131462	TCGA-UCEC	TUBG1	11
ENSG00000136986	TCGA-UCEC	DERL1	11
ENSG00000137955	TCGA-UCEC	RABGGTB	11
ENSG00000144655	TCGA-UCEC	CSRNP1	11
ENSG00000150045	TCGA-UCEC	KLRF1	11
ENSG00000151657	TCGA-UCEC	KIN	11
ENSG00000152192	TCGA-UCEC	POU4F1	11
ENSG00000163618	TCGA-UCEC	CADPS	11
ENSG00000172113	TCGA-UCEC	NME6	11
ENSG00000176246	TCGA-UCEC	OR4L1	11
ENSG00000188522	TCGA-UCEC	FAM83G	11
ENSG00000204568	TCGA-UCEC	MRPS18B	11
ENSG00000064300	TCGA-UCS	NGFR	11
ENSG00000125815	TCGA-UCS	CST8	11
ENSG00000145012	TCGA-UCS	LPP	11
ENSG00000160201	TCGA-UCS	U2AF1	11
ENSG00000167186	TCGA-UCS	COQ7	11
ENSG00000003509	TCGA-UVM	NDUFAF7	11
ENSG00000106554	TCGA-UVM	CHCHD3	11
ENSG00000113600	TCGA-UVM	C9	11
ENSG00000267618	TCGA-UVM	RAD51L3-RFFL	11
ENSG00000002745	TCGA-ACC	WNT16	10
ENSG00000041982	TCGA-ACC	TNC	10
ENSG00000137269	TCGA-ACC	LRRC1	10
ENSG00000164251	TCGA-ACC	F2RL1	10
ENSG00000171861	TCGA-ACC	RNMTL1	10
ENSG00000177511	TCGA-ACC	ST8SIA3	10
ENSG00000196159	TCGA-ACC	FAT4	10
ENSG00000205856	TCGA-ACC	C22orf42	10
ENSG00000275052	TCGA-ACC	PPP4R3B	10
ENSG00000070614	TCGA-BLCA	NDST1	10
ENSG00000134030	TCGA-BLCA	CTIF	10
ENSG00000140403	TCGA-BLCA	DNAJA4	10
ENSG00000151577	TCGA-BLCA	DRD3	10
ENSG00000166856	TCGA-BLCA	GPR182	10
ENSG00000167371	TCGA-BLCA	PRRT2	10
ENSG00000171517	TCGA-BLCA	LPAR3	10
ENSG00000178279	TCGA-BLCA	TNP2	10
ENSG00000186660	TCGA-BLCA	ZFP91	10
ENSG00000187260	TCGA-BLCA	WDR86	10
ENSG00000187764	TCGA-BLCA	SEMA4D	10
ENSG00000197046	TCGA-BLCA	SIGLEC15	10
ENSG00000198959	TCGA-BLCA	TGM2	10
ENSG00000059769	TCGA-BRCA	DNAJC25	10
ENSG00000120688	TCGA-BRCA	WBP4	10
ENSG00000135346	TCGA-BRCA	CGA	10
ENSG00000149547	TCGA-BRCA	EI24	10
ENSG00000153443	TCGA-BRCA	UBALD1	10
ENSG00000168004	TCGA-BRCA	HRASLS5	10
ENSG00000169856	TCGA-BRCA	ONECUT1	10
ENSG00000183246	TCGA-BRCA	RIMBP3C	10
ENSG00000186827	TCGA-BRCA	TNFRSF4	10
ENSG00000198129	TCGA-BRCA	DEFB107B	10
ENSG00000206260	TCGA-BRCA	PRR23A	10
ENSG00000241058	TCGA-BRCA	NSUN6	10
ENSG00000088179	TCGA-CESC	PTPN4	10
ENSG00000100075	TCGA-CESC	SLC25A1	10
ENSG00000115421	TCGA-CESC	PAPOLG	10
ENSG00000122035	TCGA-CESC	RASL11A	10
ENSG00000126785	TCGA-CESC	RHOJ	10
ENSG00000132744	TCGA-CESC	ACY3	10
ENSG00000143469	TCGA-CESC	SYT14	10
ENSG00000143845	TCGA-CESC	ETNK2	10
ENSG00000170004	TCGA-CESC	CHD3	10
ENSG00000170579	TCGA-CESC	DLGAP1	10
ENSG00000170776	TCGA-CESC	AKAP13	10
ENSG00000183617	TCGA-CESC	MRPL54	10
ENSG00000185436	TCGA-CESC	IFNLR1	10
ENSG00000188393	TCGA-CESC	CLEC2A	10
ENSG00000223496	TCGA-CESC	EXOSC6	10
ENSG00000244355	TCGA-CESC	LY6G6D	10
ENSG00000170340	TCGA-CHOL	B3GNT2	10
ENSG00000267318	TCGA-CHOL	RP11-178C3.1	10
ENSG00000095585	TCGA-COAD	BLNK	10
ENSG00000106346	TCGA-COAD	USP42	10
ENSG00000145041	TCGA-COAD	VPRBP	10
ENSG00000160408	TCGA-COAD	ST6GALNAC6	10
ENSG00000163605	TCGA-COAD	PPP4R2	10
ENSG00000170262	TCGA-COAD	MRAP	10
ENSG00000189050	TCGA-COAD	RNFT1	10
ENSG00000197081	TCGA-COAD	IGF2R	10
ENSG00000214643	TCGA-COAD	DEFB133	10
ENSG00000089737	TCGA-ESCA	DDX24	10
ENSG00000107020	TCGA-ESCA	PLGRKT	10
ENSG00000112367	TCGA-ESCA	FIG4	10
ENSG00000114544	TCGA-ESCA	SLC41A3	10
ENSG00000133703	TCGA-ESCA	KRAS	10
ENSG00000140009	TCGA-ESCA	ESR2	10
ENSG00000141510	TCGA-ESCA	TP53	10
ENSG00000147586	TCGA-ESCA	MRPS28	10
ENSG00000147885	TCGA-ESCA	IFNA16	10
ENSG00000153707	TCGA-ESCA	PTPRD	10
ENSG00000163513	TCGA-ESCA	TGFBR2	10
ENSG00000173821	TCGA-ESCA	RNF213	10
ENSG00000178568	TCGA-ESCA	ERBB4	10
ENSG00000180198	TCGA-ESCA	RCC1	10
ENSG00000196498	TCGA-ESCA	NCOR2	10
ENSG00000205436	TCGA-ESCA	EXOC3L4	10
ENSG00000221986	TCGA-ESCA	MYBPHL	10
ENSG00000232629	TCGA-ESCA	HLA-DQB2	10
ENSG00000121879	TCGA-GBM	PIK3CA	10
ENSG00000239590	TCGA-GBM	OR1J4	10
ENSG00000075790	TCGA-HNSC	BCAP29	10
ENSG00000086159	TCGA-HNSC	AQP6	10
ENSG00000087842	TCGA-HNSC	PIR	10
ENSG00000099331	TCGA-HNSC	MYO9B	10
ENSG00000100151	TCGA-HNSC	PICK1	10
ENSG00000100319	TCGA-HNSC	ZMAT5	10
ENSG00000114698	TCGA-HNSC	PLSCR4	10
ENSG00000116171	TCGA-HNSC	SCP2	10
ENSG00000118263	TCGA-HNSC	KLF7	10
ENSG00000120526	TCGA-HNSC	NUDCD1	10
ENSG00000126581	TCGA-HNSC	BECN1	10
ENSG00000128564	TCGA-HNSC	VGF	10
ENSG00000135587	TCGA-HNSC	SMPD2	10
ENSG00000135912	TCGA-HNSC	TTLL4	10
ENSG00000137831	TCGA-HNSC	UACA	10
ENSG00000138271	TCGA-HNSC	GPR87	10
ENSG00000139826	TCGA-HNSC	ABHD13	10
ENSG00000139977	TCGA-HNSC	NAA30	10
ENSG00000141627	TCGA-HNSC	DYM	10
ENSG00000147586	TCGA-HNSC	MRPS28	10
ENSG00000148677	TCGA-HNSC	ANKRD1	10
ENSG00000153187	TCGA-HNSC	HNRNPU	10
ENSG00000154237	TCGA-HNSC	LRRK1	10
ENSG00000154719	TCGA-HNSC	MRPL39	10
ENSG00000163516	TCGA-HNSC	ANKZF1	10
ENSG00000170442	TCGA-HNSC	KRT86	10
ENSG00000173801	TCGA-HNSC	JUP	10
ENSG00000174010	TCGA-HNSC	KLHL15	10
ENSG00000174695	TCGA-HNSC	TMEM167A	10
ENSG00000175602	TCGA-HNSC	CCDC85B	10
ENSG00000176046	TCGA-HNSC	NUPR1	10
ENSG00000177174	TCGA-HNSC	OR14C36	10
ENSG00000184343	TCGA-HNSC	SRPK3	10
ENSG00000197702	TCGA-HNSC	PARVA	10
ENSG00000214357	TCGA-HNSC	NEURL1B	10
ENSG00000214435	TCGA-HNSC	AS3MT	10
ENSG00000243943	TCGA-HNSC	ZNF512	10
ENSG00000256294	TCGA-HNSC	ZNF225	10
ENSG00000260238	TCGA-HNSC	PMF1-BGLAP	10
ENSG00000072210	TCGA-KICH	ALDH3A2	10
ENSG00000030066	TCGA-KIRP	NUP160	10
ENSG00000034152	TCGA-KIRP	MAP2K3	10
ENSG00000051180	TCGA-KIRP	RAD51	10
ENSG00000087008	TCGA-KIRP	ACOX3	10
ENSG00000129195	TCGA-KIRP	FAM64A	10
ENSG00000129472	TCGA-KIRP	RAB2B	10
ENSG00000134760	TCGA-KIRP	DSG1	10
ENSG00000136840	TCGA-KIRP	ST6GALNAC4	10
ENSG00000164938	TCGA-KIRP	TP53INP1	10
ENSG00000168209	TCGA-KIRP	DDIT4	10
ENSG00000173040	TCGA-KIRP	EVC2	10
ENSG00000196099	TCGA-KIRP	OR6M1	10
ENSG00000063244	TCGA-LAML	U2AF2	10
ENSG00000115524	TCGA-LAML	SF3B1	10
ENSG00000117676	TCGA-LAML	RPS6KA1	10
ENSG00000118971	TCGA-LAML	CCND2	10
ENSG00000134574	TCGA-LAML	DDB2	10
ENSG00000139946	TCGA-LAML	PELI2	10
ENSG00000160679	TCGA-LAML	CHTOP	10
ENSG00000171695	TCGA-LAML	C20orf201	10
ENSG00000176399	TCGA-LAML	DMRTA1	10
ENSG00000180660	TCGA-LAML	MAB21L1	10
ENSG00000188089	TCGA-LAML	PLA2G4E	10
ENSG00000243147	TCGA-LAML	MRPL33	10
ENSG00000245848	TCGA-LAML	CEBPA	10
ENSG00000006788	TCGA-LGG	MYH13	10
ENSG00000070526	TCGA-LGG	ST6GALNAC1	10
ENSG00000083444	TCGA-LGG	PLOD1	10
ENSG00000085265	TCGA-LGG	FCN1	10
ENSG00000100722	TCGA-LGG	ZC3H14	10
ENSG00000106268	TCGA-LGG	NUDT1	10
ENSG00000125730	TCGA-LGG	C3	10
ENSG00000139990	TCGA-LGG	DCAF5	10
ENSG00000143079	TCGA-LGG	CTTNBP2NL	10
ENSG00000151322	TCGA-LGG	NPAS3	10
ENSG00000163815	TCGA-LGG	CLEC3B	10
ENSG00000164120	TCGA-LGG	HPGD	10
ENSG00000167633	TCGA-LGG	KIR3DL1	10
ENSG00000173567	TCGA-LGG	GPR113	10
ENSG00000180613	TCGA-LGG	GSX2	10
ENSG00000196470	TCGA-LGG	SIAH1	10
ENSG00000076513	TCGA-LIHC	ANKRD13A	10
ENSG00000102076	TCGA-LIHC	OPN1LW	10
ENSG00000103197	TCGA-LIHC	TSC2	10
ENSG00000104321	TCGA-LIHC	TRPA1	10
ENSG00000104972	TCGA-LIHC	LILRB1	10
